imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,1.3869553334542184,norte,1
Ariquemes,110002,244267.98213300004,0.05725640180926097,norte,0
Jaru,110003,120564.550067,-0.3694899320285248,norte,2
Ji-Paraná,110004,304025.6776749999,-0.600647220364043,norte,0
Cacoal,110005,302589.83598300006,0.007352198369513138,norte,0
Vilhena,110006,165292.086385,0.06733719264084068,norte,0
Rio Branco,120001,504876.57074800006,-0.11056492655445231,norte,2
Brasiléia,120002,72338.13942400001,1.3995630633013174,norte,0
Sena Madureira,120003,62990.199089999995,0.46903111220136456,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.05763207841450068,norte,2
Tarauacá,120005,90942.145483,1.001207408721892,norte,0
Manaus,130001,2569981.538139,-0.09964273360175939,norte,2
São Gabriel da Cachoeira,130002,104242.843152,7.6227227196486576,norte,1
Coari,130003,156942.81565,3.0027936309351166,norte,1
Manacapuru,130004,144349.73552,-0.3766836087928283,norte,2
Tefé,130005,182082.64676700003,1.9985562775440178,norte,1
Tabatinga,130006,231873.164687,-0.00757964955706387,norte,2
Eirunepé,130007,101999.009491,3.3923569066315302,norte,0
Lábrea,130008,130885.96567100001,1.3561698376902533,norte,1
Manicoré,130009,161550.21102,4.549738604911325,norte,0
Parintins,130010,249841.37481000004,1.1986373070481426,norte,1
Itacoatiara,130011,173964.624469,0.3992913643156886,norte,1
Boa Vista,140001,473642.83966299996,4.844282167778259,norte,1
Pacaraima,140002,55863.802617,1.6760792644054145,norte,1
Rorainópolis,140003,63088.226788,3.714688696134748,norte,1
Caracaraí,140004,38586.120428999995,0.9547195970884997,norte,1
Belém,150001,2592933.5334,-0.1332759359814163,norte,0
Cametá,150002,227778.21129,-0.5461844383554976,norte,0
Abaetetuba,150003,439624.04368,-0.5847578067353736,norte,0
Castanhal,150004,518779.56397599995,-0.23620537164328326,norte,0
Bragança,150005,313089.568425,-0.33925110619130633,norte,0
Capanema,150006,191054.418786,-0.45623680554543644,norte,0
Paragominas,150007,410930.524905,-0.30095531483827853,norte,0
Capitão Poço,150008,107161.11330300002,0.5166504363908779,norte,0
Marabá,150009,570348.4834569999,-0.23090945093363374,norte,0
Parauapebas,150010,408077.52058,4.085936457955296,norte,0
Tucuruí,150011,420204.09783,-0.38807021115079193,norte,0
Redenção,150012,279895.77273,0.4706893290136944,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,0.15813126740634134,norte,1
Xinguara,150014,89038.29791200001,0.9868968462339403,norte,1
Santarém,150015,445651.83932,-0.052425371115475086,norte,2
Itaituba,150016,251297.803402,3.518410839764955,norte,1
Oriximiná,150017,223524.79957299997,1.197284346792158,norte,0
Altamira,150018,262477.021438,2.383385889721393,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.6522224519967403,norte,2
Breves,150020,411484.63013,0.23029700142591705,norte,1
Soure-Salvaterra,150021,157265.792093,0.894045357112509,norte,0
Macapá,160001,654457.36529,1.217822153383308,norte,1
Laranjal do Jari,160002,67333.12171,3.518661473204524,norte,1
Oiapoque,160003,79858.085703,4.090165123648165,norte,1
Porto Grande,160004,60124.417104,2.089227189162986,norte,1
Palmas,170001,389665.86524799996,0.9785145517625201,norte,0
Porto Nacional,170002,104659.863133,0.6303954304806869,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.09663755080463743,norte,0
Miracema do Tocantins,170004,45475.336239,0.4377139268883365,norte,0
Araguaína,170005,325628.103233,1.455622556275989,norte,0
Guaraí,170006,86945.84316899999,0.21190565901860436,norte,0
Colinas do Tocantins,170007,65495.96647999999,-0.6097307277844943,norte,0
Tocantinópolis,170008,49789.446823,1.1065177003891065,norte,0
Araguatins,170009,137158.76029900002,-0.07166824728121976,norte,0
Gurupi,170010,181173.013458,0.3901178015991071,norte,0
Dianópolis,170011,83869.633012,-0.4904025900629431,norte,0
São Luís,210001,1676128.6191400003,-0.687572406663908,nordeste,3
